"Time (s)","Peak-Frequency"
1.023845292E1,4.687500000E2
1.028111958E1,4.687500000E2
1.032378625E1,4.687500000E2
1.036645292E1,4.687500000E2
1.040911958E1,4.687500000E2
1.045178625E1,4.687500000E2
1.049445292E1,4.687500000E2
1.053711958E1,4.687500000E1
1.057978625E1,7.031250000E1
1.062245292E1,7.031250000E1
1.066511958E1,7.734375000E2
1.070778625E1,2.343750000E1
1.075045292E1,4.687500000E1
1.079311958E1,4.687500000E1
1.083578625E1,4.687500000E1
1.087845292E1,5.625000000E2
1.092111958E1,7.031250000E1
1.096378625E1,4.687500000E1
1.100645292E1,4.687500000E1
1.104911958E1,4.687500000E1
1.109178625E1,7.031250000E1
1.113445292E1,7.031250000E1
1.117711958E1,4.687500000E1
1.121978625E1,4.687500000E1
1.126245292E1,4.687500000E1
1.130511958E1,4.687500000E1
1.134778625E1,4.687500000E1
1.139045292E1,4.687500000E1
1.143311958E1,4.687500000E1
1.147578625E1,1.382812500E3
1.151845292E1,4.687500000E1
1.156111958E1,4.687500000E1
1.160378625E1,7.031250000E1
1.164645292E1,4.687500000E1
1.168911958E1,7.031250000E1
1.173178625E1,5.390625000E2
1.177445292E1,4.687500000E1
1.181711958E1,1.171875000E2
1.185978625E1,5.390625000E2
1.190245292E1,1.640625000E2
1.194511958E1,7.031250000E1
1.198778625E1,7.031250000E1
1.203045292E1,2.343750000E1
1.207311958E1,4.687500000E1
1.211578625E1,4.687500000E1
1.215845292E1,2.578125000E2
1.220111958E1,5.390625000E2
1.224378625E1,6.328125000E2
1.228645292E1,4.687500000E1
1.232911958E1,4.687500000E1
1.237178625E1,5.390625000E2
1.241445292E1,5.390625000E2
1.245711958E1,5.625000000E2
1.249978625E1,4.687500000E1
1.254245292E1,4.687500000E1
1.258511958E1,1.406250000E2
1.262778625E1,4.687500000E1
1.267045292E1,4.687500000E1
1.271311958E1,2.343750000E1
1.275578625E1,4.687500000E1
1.279845292E1,4.687500000E1
1.284111958E1,4.687500000E1
1.288378625E1,2.343750000E1
1.292645292E1,3.515625000E2
1.296911958E1,2.578125000E2
1.301178625E1,3.750000000E2
1.305445292E1,2.343750000E2
1.309711958E1,4.687500000E1
1.313978625E1,4.687500000E1
1.318245292E1,4.687500000E1
1.322511958E1,4.687500000E1
1.326778625E1,3.515625000E2
1.331045292E1,4.687500000E1
1.335311958E1,4.687500000E1
1.339578625E1,4.687500000E1
1.343845292E1,4.687500000E1
1.348111958E1,1.406250000E2
1.352378625E1,2.109375000E2
1.356645292E1,2.109375000E2
1.360911958E1,2.109375000E2
1.365178625E1,2.109375000E2
1.369445292E1,1.640625000E2
1.373711958E1,1.406250000E2
1.377978625E1,4.687500000E1
1.382245292E1,4.687500000E1
1.386511958E1,4.687500000E1
1.390778625E1,2.343750000E1
1.395045292E1,7.031250000E1
1.399311958E1,2.109375000E2
1.403578625E1,7.031250000E1
1.407845292E1,1.640625000E2
1.412111958E1,1.640625000E2
1.416378625E1,3.281250000E2
1.420645292E1,3.281250000E2
1.424911958E1,1.640625000E2
1.429178625E1,9.375000000E1
1.433445292E1,2.343750000E1
1.437711958E1,3.984375000E2
1.441978625E1,3.750000000E2
1.446245292E1,3.750000000E2
1.450511958E1,1.640625000E2
1.454778625E1,4.687500000E1
1.459045292E1,3.984375000E2
1.463311958E1,3.750000000E2
1.467578625E1,1.406250000E2
1.471845292E1,4.687500000E2
1.476111958E1,2.812500000E2
1.480378625E1,2.343750000E1
1.484645292E1,2.343750000E1
1.488911958E1,9.375000000E1
1.493178625E1,1.640625000E2
1.497445292E1,4.687500000E1
1.501711958E1,4.687500000E1
1.505978625E1,4.687500000E1
1.510245292E1,7.031250000E1
1.514511958E1,7.031250000E1
1.518778625E1,1.406250000E2
1.523045292E1,1.171875000E2
1.527311958E1,1.171875000E2
1.531578625E1,4.687500000E1
1.535845292E1,4.687500000E1
1.540111958E1,4.687500000E1
1.544378625E1,1.875000000E2
1.548645292E1,9.375000000E1
1.552911958E1,2.109375000E2
1.557178625E1,7.031250000E1
1.561445292E1,2.343750000E1
1.565711958E1,7.031250000E1
1.569978625E1,1.640625000E2
1.574245292E1,4.687500000E1
1.578511958E1,1.406250000E2
1.582778625E1,4.687500000E1
1.587045292E1,1.640625000E2
1.591311958E1,1.406250000E2
1.595578625E1,7.031250000E1
1.599845292E1,1.406250000E2
1.604111958E1,7.031250000E1
1.608378625E1,4.687500000E1
1.612645292E1,2.343750000E1
1.616911958E1,1.875000000E2
1.621178625E1,2.343750000E1
1.625445292E1,1.640625000E2
1.629711958E1,4.687500000E1
1.633978625E1,1.406250000E2
1.638245292E1,9.375000000E1
1.642511958E1,9.375000000E1
1.646778625E1,1.406250000E2
1.651045292E1,1.640625000E2
1.655311958E1,1.640625000E2
1.659578625E1,2.109375000E2
1.663845292E1,2.109375000E2
1.668111958E1,9.375000000E1
1.672378625E1,1.875000000E2
1.676645292E1,4.687500000E1
1.680911958E1,4.687500000E1
1.685178625E1,7.031250000E1
1.689445292E1,4.687500000E1
1.693711958E1,1.875000000E2
1.697978625E1,4.687500000E1
1.702245292E1,5.390625000E2
1.706511958E1,1.640625000E2
1.710778625E1,1.171875000E2
1.715045292E1,4.687500000E1
1.719311958E1,4.687500000E1
1.723578625E1,7.031250000E1
1.727845292E1,1.406250000E2
1.732111958E1,1.640625000E2
1.736378625E1,4.687500000E1
1.740645292E1,7.031250000E1
1.744911958E1,4.687500000E1
1.749178625E1,1.406250000E2
1.753445292E1,1.640625000E2
1.757711958E1,4.687500000E1
1.761978625E1,2.109375000E2
1.766245292E1,4.687500000E1
1.770511958E1,7.031250000E1
1.774778625E1,7.031250000E1
1.779045292E1,2.343750000E1
1.783311958E1,4.687500000E1
1.787578625E1,4.687500000E1
1.791845292E1,4.687500000E1
1.796111958E1,2.343750000E1
1.800378625E1,1.875000000E2
1.804645292E1,4.687500000E1
1.808911958E1,7.031250000E1
1.813178625E1,4.687500000E1
1.817445292E1,7.031250000E1
1.821711958E1,4.687500000E1
1.825978625E1,7.031250000E1
1.830245292E1,4.687500000E1
1.834511958E1,4.687500000E1
1.838778625E1,4.687500000E1
1.843045292E1,4.687500000E1
1.847311958E1,4.687500000E1
1.851578625E1,1.406250000E2
1.855845292E1,1.406250000E2
1.860111958E1,1.640625000E2
1.864378625E1,1.640625000E2
1.868645292E1,4.687500000E1
1.872911958E1,4.687500000E1
1.877178625E1,4.687500000E1
1.881445292E1,4.687500000E1
1.885711958E1,7.031250000E1
1.889978625E1,4.687500000E1
1.894245292E1,7.031250000E1
1.898511958E1,4.687500000E1
1.902778625E1,4.687500000E1
1.907045292E1,4.687500000E1
1.911311958E1,4.687500000E1
1.915578625E1,4.687500000E1
1.919845292E1,2.343750000E1
1.924111958E1,4.687500000E1
1.928378625E1,7.031250000E1
1.932645292E1,4.687500000E1
1.936911958E1,4.687500000E1
1.941178625E1,4.687500000E1
1.945445292E1,4.687500000E1
1.949711958E1,4.687500000E1
1.953978625E1,7.031250000E1
1.958245292E1,4.687500000E1
1.962511958E1,4.687500000E1
1.966778625E1,4.687500000E1
1.971045292E1,4.687500000E1
1.975311958E1,2.343750000E1
1.979578625E1,7.031250000E1
1.983845292E1,4.687500000E1
1.988111958E1,4.687500000E1
1.992378625E1,4.687500000E1
1.996645292E1,7.031250000E1
2.000911958E1,4.687500000E1
2.005178625E1,4.687500000E1
2.009445292E1,4.687500000E1
2.013711958E1,7.031250000E1
2.017978625E1,7.031250000E1
2.022245292E1,4.687500000E1
2.026511958E1,4.687500000E1
2.030778625E1,7.031250000E1
2.035045292E1,9.375000000E1
2.039311958E1,9.375000000E1
2.043578625E1,7.031250000E1
2.047845292E1,7.031250000E1
2.052111958E1,7.031250000E1
2.056378625E1,7.031250000E1
2.060645292E1,7.031250000E1
2.064911958E1,2.109375000E2
2.069178625E1,7.031250000E1
2.073445292E1,4.687500000E1
2.077711958E1,4.687500000E1
2.081978625E1,4.687500000E1
2.086245292E1,4.687500000E1
2.090511958E1,7.031250000E1
2.094778625E1,7.031250000E1
2.099045292E1,4.687500000E1
2.103311958E1,4.687500000E1
2.107578625E1,4.687500000E1
2.111845292E1,4.687500000E1
2.116111958E1,4.687500000E1
2.120378625E1,4.687500000E1
2.124645292E1,7.031250000E1
2.128911958E1,4.687500000E1
2.133178625E1,7.031250000E1
2.137445292E1,2.109375000E2
2.141711958E1,4.687500000E1
2.145978625E1,4.687500000E1
2.150245292E1,4.687500000E1
2.154511958E1,9.375000000E1
2.158778625E1,4.687500000E1
2.163045292E1,7.031250000E1
2.167311958E1,7.031250000E1
2.171578625E1,2.343750000E1
2.175845292E1,4.687500000E1
2.180111958E1,7.031250000E1
2.184378625E1,4.687500000E1
2.188645292E1,7.031250000E1
2.192911958E1,4.687500000E1
2.197178625E1,7.031250000E1
2.201445292E1,7.031250000E1
2.205711958E1,4.687500000E1
2.209978625E1,2.343750000E1
2.214245292E1,7.031250000E1
2.218511958E1,4.687500000E1
2.222778625E1,4.687500000E1
2.227045292E1,4.687500000E1
2.231311958E1,7.031250000E1
2.235578625E1,4.687500000E1
2.239845292E1,2.343750000E1
2.244111958E1,4.687500000E1
2.248378625E1,7.031250000E1
2.252645292E1,7.031250000E1
2.256911958E1,7.031250000E1
2.261178625E1,9.375000000E1
2.265445292E1,4.687500000E1
2.269711958E1,7.031250000E1
2.273978625E1,4.687500000E1
2.278245292E1,4.687500000E1
2.282511958E1,4.687500000E1
2.286778625E1,2.343750000E1
2.291045292E1,7.031250000E1
2.295311958E1,4.687500000E1
2.299578625E1,4.687500000E1
2.303845292E1,4.687500000E1
2.308111958E1,7.031250000E1
2.312378625E1,2.343750000E1
2.316645292E1,2.343750000E1
2.320911958E1,2.343750000E1
2.325178625E1,2.343750000E1
2.329445292E1,4.687500000E1
2.333711958E1,4.687500000E1
2.337978625E1,7.031250000E1
2.342245292E1,7.031250000E1
2.346511958E1,4.687500000E1
2.350778625E1,4.687500000E1
2.355045292E1,4.687500000E1
2.359311958E1,7.031250000E1
2.363578625E1,7.031250000E1
2.367845292E1,4.687500000E1
2.372111958E1,4.687500000E1
2.376378625E1,4.687500000E1
2.380645292E1,7.031250000E1
2.384911958E1,4.687500000E1
2.389178625E1,7.031250000E1
2.393445292E1,7.031250000E1
2.397711958E1,4.687500000E1
2.401978625E1,4.687500000E1
2.406245292E1,4.687500000E1
2.410511958E1,4.687500000E1
2.414778625E1,4.687500000E1
2.419045292E1,4.687500000E1
2.423311958E1,4.687500000E1
2.427578625E1,4.687500000E1
2.431845292E1,4.687500000E1
2.436111958E1,7.031250000E1
2.440378625E1,4.687500000E1
2.444645292E1,4.687500000E1
2.448911958E1,4.687500000E1
2.453178625E1,4.687500000E1
2.457445292E1,7.031250000E1
2.461711958E1,4.687500000E1
2.465978625E1,4.687500000E1
2.470245292E1,2.343750000E1
2.474511958E1,4.687500000E1
2.478778625E1,4.687500000E1
2.483045292E1,2.343750000E1
2.487311958E1,2.343750000E1
2.491578625E1,7.031250000E1
2.495845292E1,2.343750000E1
2.500111958E1,4.687500000E1
2.504378625E1,4.687500000E1
2.508645292E1,2.343750000E1
2.512911958E1,7.031250000E1
2.517178625E1,4.687500000E1
2.521445292E1,4.687500000E1
2.525711958E1,2.343750000E1
2.529978625E1,4.687500000E1
2.534245292E1,4.687500000E1
2.538511958E1,4.687500000E1
2.542778625E1,7.031250000E1
2.547045292E1,4.687500000E1
2.551311958E1,7.031250000E1
2.555578625E1,2.343750000E1
2.559845292E1,7.031250000E1
2.564111958E1,7.031250000E1
2.568378625E1,4.687500000E1
2.572645292E1,7.031250000E1
2.576911958E1,4.687500000E1
2.581178625E1,7.031250000E1
2.585445292E1,7.031250000E1
2.589711958E1,4.687500000E1
2.593978625E1,2.343750000E1
2.598245292E1,2.343750000E1
2.602511958E1,7.031250000E1
2.606778625E1,7.031250000E1
2.611045292E1,4.687500000E1
2.615311958E1,4.687500000E1
2.619578625E1,4.687500000E1
2.623845292E1,4.687500000E1
2.628111958E1,4.687500000E1
2.632378625E1,4.687500000E1
2.636645292E1,2.343750000E1
2.640911958E1,2.343750000E1
2.645178625E1,4.687500000E1
2.649445292E1,4.687500000E1
2.653711958E1,4.687500000E1
2.657978625E1,4.687500000E1
2.662245292E1,4.687500000E1
2.666511958E1,2.343750000E1
2.670778625E1,4.687500000E1
2.675045292E1,4.687500000E1
2.679311958E1,2.343750000E1
2.683578625E1,4.687500000E1
2.687845292E1,4.687500000E1
2.692111958E1,7.031250000E1
2.696378625E1,4.687500000E1
2.700645292E1,7.031250000E1
2.704911958E1,7.031250000E1
2.709178625E1,4.687500000E1
2.713445292E1,4.687500000E1
2.717711958E1,4.687500000E1
2.721978625E1,4.687500000E1
2.726245292E1,4.687500000E1
2.730511958E1,4.687500000E1
2.734778625E1,4.687500000E1
2.739045292E1,7.031250000E1
2.743311958E1,7.031250000E1
2.747578625E1,9.375000000E1
2.751845292E1,7.031250000E1
2.756111958E1,7.031250000E1
2.760378625E1,7.031250000E1
2.764645292E1,7.031250000E1
2.768911958E1,4.687500000E1
2.773178625E1,4.687500000E1
2.777445292E1,4.687500000E1
2.781711958E1,7.031250000E1
2.785978625E1,2.343750000E1
2.790245292E1,4.687500000E1
2.794511958E1,7.031250000E1
2.798778625E1,4.687500000E1
2.803045292E1,4.687500000E1
2.807311958E1,4.687500000E1
2.811578625E1,4.687500000E1
2.815845292E1,2.343750000E1
2.820111958E1,4.687500000E1
2.824378625E1,4.687500000E1
2.828645292E1,7.031250000E1
2.832911958E1,4.687500000E1
2.837178625E1,4.687500000E1
2.841445292E1,7.031250000E1
2.845711958E1,7.031250000E1
2.849978625E1,4.687500000E1
2.854245292E1,4.687500000E1
2.858511958E1,4.687500000E1
2.862778625E1,4.687500000E1
2.867045292E1,7.031250000E1
2.871311958E1,4.687500000E1
2.875578625E1,4.687500000E1
2.879845292E1,4.687500000E1
2.884111958E1,4.687500000E1
2.888378625E1,4.687500000E1
2.892645292E1,4.687500000E1
2.896911958E1,7.031250000E1
2.901178625E1,7.031250000E1
2.905445292E1,4.687500000E1
2.909711958E1,4.687500000E1
2.913978625E1,4.687500000E1
2.918245292E1,4.687500000E1
2.922511958E1,4.687500000E1
2.926778625E1,7.031250000E1
2.931045292E1,4.687500000E1
2.935311958E1,4.687500000E1
2.939578625E1,4.687500000E1
2.943845292E1,7.031250000E1
2.948111958E1,7.031250000E1
2.952378625E1,7.031250000E1
2.956645292E1,7.031250000E1
2.960911958E1,7.031250000E1
2.965178625E1,7.031250000E1
2.969445292E1,7.031250000E1
2.973711958E1,4.687500000E1
2.977978625E1,4.687500000E1
2.982245292E1,4.687500000E1
2.986511958E1,4.687500000E1
2.990778625E1,4.687500000E1
2.995045292E1,7.031250000E1
2.999311958E1,7.031250000E1
3.003578625E1,4.687500000E1
3.007845292E1,5.859375000E2
3.012111958E1,5.859375000E2
3.016378625E1,5.859375000E2
3.020645292E1,5.859375000E2
3.024911958E1,5.859375000E2
3.029178625E1,5.859375000E2
3.033445292E1,5.859375000E2
3.037711958E1,5.859375000E2
3.041978625E1,5.859375000E2
3.046245292E1,5.859375000E2
3.050511958E1,5.859375000E2
3.054778625E1,5.859375000E2
3.059045292E1,5.859375000E2
3.063311958E1,5.859375000E2
3.067578625E1,5.859375000E2
3.071845292E1,5.859375000E2
3.076111958E1,4.687500000E2
3.080378625E1,4.687500000E2
3.084645292E1,4.687500000E2
3.088911958E1,4.687500000E2
3.093178625E1,4.687500000E2
3.097445292E1,4.687500000E2
3.101711958E1,4.687500000E2
3.105978625E1,4.687500000E2
3.110245292E1,4.687500000E2
3.114511958E1,4.687500000E2
3.118778625E1,4.687500000E2
3.123045292E1,4.687500000E2
3.127311958E1,4.687500000E2
3.131578625E1,4.687500000E2
3.135845292E1,4.687500000E2
3.140111958E1,4.687500000E2
3.144378625E1,4.687500000E2
3.148645292E1,4.687500000E2
3.152911958E1,4.687500000E2
3.157178625E1,4.687500000E2
3.161445292E1,4.687500000E1
3.165711958E1,2.343750000E1
3.169978625E1,7.031250000E1
3.174245292E1,7.031250000E1
3.178511958E1,4.687500000E1
3.182778625E1,4.687500000E1
3.187045292E1,2.343750000E1
3.191311958E1,7.031250000E1
3.195578625E1,4.687500000E1
3.199845292E1,4.687500000E1
3.204111958E1,7.031250000E1
3.208378625E1,7.031250000E1
3.212645292E1,4.687500000E1
3.216911958E1,4.687500000E1
3.221178625E1,4.687500000E1
3.225445292E1,4.687500000E1
3.229711958E1,4.687500000E1
3.233978625E1,4.687500000E1
3.238245292E1,7.031250000E1
3.242511958E1,9.375000000E1
3.246778625E1,4.687500000E1
3.251045292E1,4.687500000E1
3.255311958E1,9.375000000E1
3.259578625E1,7.031250000E1
3.263845292E1,4.687500000E1
3.268111958E1,7.031250000E1
3.272378625E1,5.156250000E2
3.276645292E1,2.343750000E1
3.280911958E1,4.687500000E1
3.285178625E1,4.687500000E1
3.289445292E1,3.515625000E2
3.293711958E1,3.750000000E2
3.297978625E1,7.031250000E1
3.302245292E1,7.031250000E1
3.306511958E1,4.687500000E1
3.310778625E1,4.687500000E1
3.315045292E1,4.687500000E1
3.319311958E1,2.343750000E1
3.323578625E1,4.687500000E1
3.327845292E1,4.687500000E1
3.332111958E1,4.687500000E1
3.336378625E1,9.375000000E1
3.340645292E1,7.031250000E1
3.344911958E1,7.031250000E1
3.349178625E1,7.031250000E1
3.353445292E1,3.750000000E2
3.357711958E1,2.812500000E2
3.361978625E1,2.812500000E2
3.366245292E1,7.031250000E1
3.370511958E1,2.343750000E1
3.374778625E1,4.687500000E1
3.379045292E1,4.687500000E1
3.383311958E1,4.687500000E1
3.387578625E1,2.343750000E1
3.391845292E1,7.031250000E1
3.396111958E1,3.750000000E2
3.400378625E1,3.750000000E2
3.404645292E1,7.031250000E1
3.408911958E1,4.687500000E1
3.413178625E1,4.687500000E1
3.417445292E1,4.687500000E1
3.421711958E1,4.687500000E1
3.425978625E1,4.687500000E1
3.430245292E1,4.687500000E1
3.434511958E1,4.687500000E1
3.438778625E1,4.687500000E1
3.443045292E1,7.031250000E1
3.447311958E1,4.687500000E1
3.451578625E1,4.687500000E1
3.455845292E1,7.031250000E1
3.460111958E1,7.031250000E1
3.464378625E1,2.578125000E2
3.468645292E1,4.687500000E1
3.472911958E1,4.687500000E1
3.477178625E1,2.812500000E2
3.481445292E1,4.687500000E1
3.485711958E1,4.687500000E1
3.489978625E1,4.453125000E2
3.494245292E1,2.343750000E1
3.498511958E1,3.515625000E2
3.502778625E1,3.515625000E2
3.507045292E1,4.218750000E2
3.511311958E1,4.687500000E1
3.515578625E1,4.687500000E1
3.519845292E1,3.984375000E2
3.524111958E1,4.218750000E2
3.528378625E1,4.687500000E1
3.532645292E1,4.687500000E1
3.536911958E1,4.687500000E1
3.541178625E1,2.812500000E2
3.545445292E1,4.687500000E1
3.549711958E1,4.687500000E1
3.553978625E1,4.687500000E1
3.558245292E1,3.750000000E2
3.562511958E1,3.750000000E2
3.566778625E1,3.750000000E2
3.571045292E1,7.031250000E1
3.575311958E1,2.343750000E1
3.579578625E1,4.687500000E1
3.583845292E1,2.343750000E1
3.588111958E1,7.031250000E1
3.592378625E1,4.687500000E1
3.596645292E1,4.687500000E1
3.600911958E1,2.812500000E2
3.605178625E1,7.031250000E1
3.609445292E1,6.328125000E2
3.613711958E1,6.328125000E2
3.617978625E1,4.687500000E1
3.622245292E1,4.687500000E1
3.626511958E1,4.687500000E1
3.630778625E1,4.687500000E1
3.635045292E1,7.031250000E1
3.639311958E1,7.031250000E1
3.643578625E1,4.687500000E1
3.647845292E1,2.343750000E1
3.652111958E1,4.687500000E1
3.656378625E1,2.578125000E2
3.660645292E1,2.578125000E2
3.664911958E1,4.687500000E1
3.669178625E1,4.687500000E1
3.673445292E1,4.687500000E1
3.677711958E1,4.687500000E1
3.681978625E1,4.687500000E1
3.686245292E1,4.687500000E1
3.690511958E1,4.687500000E1
3.694778625E1,7.031250000E1
3.699045292E1,7.031250000E1
3.703311958E1,4.687500000E1
3.707578625E1,4.687500000E1
3.711845292E1,4.687500000E1
3.716111958E1,4.687500000E1
3.720378625E1,2.343750000E1
3.724645292E1,4.687500000E1
3.728911958E1,4.687500000E1
3.733178625E1,4.687500000E1
3.737445292E1,2.343750000E1
3.741711958E1,7.031250000E1
3.745978625E1,7.031250000E1
3.750245292E1,4.687500000E1
3.754511958E1,4.687500000E1
3.758778625E1,4.687500000E1
3.763045292E1,4.687500000E1
3.767311958E1,7.031250000E1
